show_id,type,title,country,release_year,rating,listed_in,description,year_added,duration,country_encoded,genre_count,has_drama,content_age,is_recent,rating_category,is_international,predicted_content_type,content_prediction_confidence,predicted_rating_category,rating_prediction_confidence,feature_engineering_applied,ml_analysis_date
s2471,TV Show,Supergirl,United States,2019,TV-14,"TV Action & Adventure, TV Sci-Fi & Fantasy","To avert a disaster, Kara Danvers reveals her powers and true identity: She is Superman's cousin, now known as Supergirl, protector of National City.",2020.0,5 Seasons,603,2,0,4.0,1,Teen,0,Movie,1.0,0,0.0,True,2025-08-12
s2472,Movie,Uncut Gems,United States,2019,R,"Dramas, Thrillers","With his debts mounting and angry collectors closing in, a fast-talking New York City jeweler risks everything in hopes of staying afloat and alive.",2020.0,135 min,603,2,1,4.0,1,Adult,0,Movie,1.0,0,0.5342941675316023,True,2025-08-12
s2473,TV Show,Betaal,India,2020,TV-MA,"International TV Shows, TV Action & Adventure, TV Horror","Hired to displace tribal villagers to make way for a new highway, officials unearth an old curse and an army of British soldier-zombies.",2020.0,1 Season,251,3,0,4.0,1,Adult,1,Movie,1.0,0,0.0,True,2025-08-12
s2474,TV Show,Dynasty,United States,2019,TV-14,TV Dramas,The Carringtons and the Colbys feud for control over their fortune – and their children – in this updated reboot of the classic prime-time soap.,2020.0,3 Seasons,603,1,1,4.0,1,Teen,0,Movie,1.0,0,0.0,True,2025-08-12
s2475,Movie,One Day We'll Talk About Today,Indonesia,2020,TV-G,"Dramas, International Movies","Harboring a deep secret, a seemingly happy family confronts the trauma of years past as a clash between generations threatens to separate them.",2020.0,128 min,272,2,1,4.0,1,Family,1,Movie,1.0,0,0.4771378474728967,True,2025-08-12
s2476,Movie,Si Doel the Movie 3,Indonesia,2020,TV-G,"Dramas, International Movies, Music & Musicals","Torn between reuniting with one family and leaving another behind, Doel must choose between the two women he loves.",2020.0,93 min,272,3,1,4.0,1,Family,1,Movie,1.0,0,0.4881822867475966,True,2025-08-12
s2477,TV Show,History 101,United Kingdom,2020,TV-14,"British TV Shows, Docuseries, International TV Shows","Infographics and archival footage deliver bite-size history lessons on scientific breakthroughs, social movements and world-changing discoveries.",2020.0,1 Season,506,3,0,4.0,1,Teen,1,Movie,1.0,0,0.0,True,2025-08-12
s2478,Movie,Living in Bondage: Breaking Free,Nigeria,2019,TV-MA,"Horror Movies, International Movies, Thrillers","Mentored by an enigmatic tycoon, an ambitious young man faces a crisis when his rise in power draws him deep into the occult.",2020.0,149 min,368,3,0,4.0,1,Adult,1,Movie,1.0,2,0.5353801942026699,True,2025-08-12
s2479,Movie,Modest Heroes: Ponoc Short Films Theatre,Japan,2018,PG,"Anime Features, Children & Family Movies",Two underwater siblings surviving on their own. A boy with a serious egg allergy. A man invisible to the rest of society. Three short animated tales.,2020.0,54 min,319,2,0,4.0,1,Family,0,Movie,1.0,1,0.592516960338498,True,2025-08-12
s2480,Movie,The Lovebirds,United States,2020,R,"Action & Adventure, Comedies, Romantic Movies","When a couple in the fast lane to splitsville accidentally careens into a murder, they take off on a wild race to find the killer and clear their names.",2020.0,87 min,603,3,0,4.0,1,Adult,0,Movie,1.0,0,0.4830733266771357,True,2025-08-12
s2481,TV Show,Trailer Park Boys: The Animated Series,Canada,2020,TV-MA,TV Comedies,"Nova Scotia’s favorite miscreants have always been super sketchy. Now, carrying on from the Season 12 finale, the boys have become complete cartoons.",2020.0,2 Seasons,58,1,0,4.0,1,Adult,0,Movie,1.0,0,0.0,True,2025-08-12
s2482,Movie,#FriendButMarried,Indonesia,2018,TV-G,"Dramas, International Movies, Romantic Movies","Pining for his high school crush for years, a young man puts up his best efforts to move out of the friend zone until she reveals she's getting married.",2020.0,102 min,272,3,1,4.0,1,Family,1,Movie,1.0,0,0.4784961939343821,True,2025-08-12
s2483,Movie,Bye Bye London,Kuwait,1981,TV-14,"Comedies, Dramas, International Movies","In this satirical play, a wealthy Kuwaiti businessman travels to London for pleasure and encounters a host of eccentric characters.",2020.0,177 min,326,3,1,4.0,1,Teen,1,Movie,1.0,2,0.6768162017879995,True,2025-08-12
s2484,Movie,Fifty Year Old Teenager,United States,1996,TV-14,"Comedies, International Movies",The life of a married 50-year-old doctor turns topsy-turvy when he falls in love with a younger woman and begins to act like a teenager.,2020.0,204 min,603,2,0,4.0,1,Teen,1,Movie,1.0,2,0.7567293171824104,True,2025-08-12
s2485,Movie,Lock Your Girls In,United States,1982,TV-PG,"Comedies, International Movies, Romantic Movies",A widower believes he must marry off his three problematic daughters before he can pursue his real goal of marrying his secret love.,2020.0,233 min,603,3,0,4.0,1,Family,1,Movie,1.0,2,0.828262260401404,True,2025-08-12
s2486,Movie,Mujeres arriba,Chile,2019,TV-14,"Comedies, International Movies, Romantic Movies","A trio of best friends — a carefree bachelorette, a passionate mom and a perfectionist girlfriend — try to spice up their sex lives with their partners.",2020.0,98 min,96,3,0,4.0,1,Teen,1,Movie,1.0,2,0.3951130264429627,True,2025-08-12
s2487,TV Show,Mystic Pop-up Bar,South Korea,2020,TV-MA,"International TV Shows, Korean TV Shows, TV Comedies",A young man with a unique ability begins working for a centuries-old bar owner who resolves her customers' emotional troubles by entering their dreams.,2020.0,1 Season,435,3,0,4.0,1,Adult,1,Movie,1.0,0,0.0,True,2025-08-12
s2488,Movie,No Longer kids,Egypt,1979,TV-14,"Comedies, Dramas, International Movies","Hoping to prevent their father from skipping town with his mistress, four rowdy siblings resort to absurd measures to stop him.",2020.0,237 min,150,3,1,4.0,1,Teen,1,Movie,1.0,2,0.8239046128325801,True,2025-08-12
s2489,Movie,Raya and Sakina,United States,1984,TV-14,"Comedies, Dramas, International Movies","When robberies and murders targeting women sweep early 20th-century Egypt, the hunt for suspects leads to two shadowy sisters. Based on a true story.",2020.0,230 min,603,3,1,4.0,1,Teen,1,Movie,1.0,2,0.7981929753388428,True,2025-08-12
s2490,Movie,Sayed the Servant,United States,1985,TV-14,"Comedies, International Movies","While running from the law, Sayed begins to work as a house servant to a wealthy family, whose divorced daughter enlists his help in a marriage scheme.",2020.0,173 min,603,2,0,4.0,1,Teen,1,Movie,1.0,2,0.6731775025030098,True,2025-08-12
s2491,Movie,The Married Couples,Egypt,1981,TV-14,"Comedies, International Movies, Romantic Movies","Hailing from different classes, a young man and his wife try to find their version of happily married when both yearn to leave their old lives behind.",2020.0,195 min,150,3,0,4.0,1,Teen,1,Movie,1.0,2,0.7512301515089831,True,2025-08-12
s2492,Movie,The School of Mischief,Egypt,1973,TV-14,"Comedies, Dramas, International Movies",A high school teacher volunteers to transform five notorious misfits into model students — and has unintended results.,2020.0,253 min,150,3,1,4.0,1,Teen,1,Movie,1.0,2,0.8514056950915743,True,2025-08-12
s2493,Movie,The Witness Who Didn't See Anything,Egypt,1976,TV-PG,"Comedies, International Movies","Pressured by cops into testifying as an eyewitness to a neighbor's murder, a children's TV host takes on a new persona after the trial.",2020.0,157 min,150,2,0,4.0,1,Family,1,Movie,1.0,2,0.6344666960060753,True,2025-08-12
s2494,Movie,Anchor Baby,"Canada, Nigeria",2010,TV-MA,"Dramas, International Movies",A Nigerian couple living in the U.S. face agonizing fallout when they defy deportation orders with the hopes of giving their unborn child citizenship.,2020.0,97 min,76,2,1,4.0,1,Adult,1,Movie,1.0,0,0.5221471063497826,True,2025-08-12
s2495,Movie,Ben Platt Live from Radio City Music Hall,United States,2020,TV-PG,Music & Musicals,"Backed by a full band and a ready wit, actor Ben Platt opens up a very personal songbook onstage —numbers from his debut LP, ""Sing to Me Instead.”",2020.0,85 min,603,1,0,4.0,1,Family,0,Movie,1.0,0,0.48981749422679,True,2025-08-12
s2496,TV Show,Especial 20 años Fútbol de Primera,United States,2020,TV-14,"Docuseries, International TV Shows, Spanish-Language TV Shows","Revisit the emotional bouts and memorable highlights from the past two decades in this special celebrating esteemed TV show ""Fútbol de Primera.""",2020.0,1 Season,603,3,0,4.0,1,Teen,1,Movie,1.0,0,0.0,True,2025-08-12
s2497,Movie,Honeytrap,United Kingdom,2014,TV-MA,"Dramas, Independent Movies","New to London, a naive and desperate teenager tries to fit in but instead becomes tragically implicated in a merciless world of gang violence.",2020.0,94 min,506,2,1,4.0,1,Adult,0,Movie,1.0,0,0.5581509179056707,True,2025-08-12
s2498,Movie,I Will Follow,United States,2010,TV-14,"Dramas, Independent Movies, Romantic Movies","Devastated after her aunt dies, Maye moves out of the home they shared and copes with her grief, yet finds comfort in the kindness of other mourners.",2020.0,80 min,603,3,1,4.0,1,Teen,0,Movie,1.0,0,0.47675252363190185,True,2025-08-12
s2499,Movie,Mutiny of the Worker Bees,Mexico,2020,TV-MA,"Comedies, International Movies","When Omar's grandfather forces him to get a job at a tech company in Mexico City, he meets a quirky ensemble of nine-to-fivers ... and some nemeses.",2020.0,94 min,342,2,0,4.0,1,Adult,1,Movie,1.0,0,0.4303423952089356,True,2025-08-12
s2500,TV Show,The Queen and the Conqueror,Colombia,2020,TV-14,"International TV Shows, Spanish-Language TV Shows, TV Dramas","Years after Spanish conquistador Pedro de Heredia betrayed her people and broke her heart, indigenous woman Catalina reenters his life to get revenge.",2020.0,1 Season,121,3,1,4.0,1,Teen,1,Movie,1.0,0,0.0,True,2025-08-12
s2501,Movie,What Are the Odds?,India,2020,TV-MA,"Comedies, Dramas, Independent Movies","When two unlikely friends play hooky from school, accidental encounters and otherworldly events turn their day into a whimsical coming-of-age journey.",2020.0,92 min,251,3,1,4.0,1,Adult,0,Movie,1.0,0,0.4686092343692119,True,2025-08-12
s2502,Movie,Either Me Or My Auntie,Egypt,2006,TV-PG,"Comedies, International Movies","A musician's marriage proposal to his girlfriend is denied by her mother, whose affinity for magic begins to meddle in their relationship even more.",2020.0,105 min,150,2,0,4.0,1,Family,1,Movie,1.0,2,0.44399077916503493,True,2025-08-12
s2503,Movie,Escaping Tel Aviv,Egypt,2009,TV-14,"Action & Adventure, International Movies","After her husband reveals he's an undercover Mossad agent, an Egyptian woman and their children are taken to Israel, prompting an urgent rescue mission.",2020.0,120 min,150,2,0,4.0,1,Teen,1,Movie,1.0,2,0.5320116268574921,True,2025-08-12
s2504,Movie,Game Over,Egypt,2012,TV-14,"Comedies, International Movies, Romantic Movies",A woman ends up working at the same nightclub as her son’s girlfriend — who she doesn’t like — and tries to break up their relationship.,2020.0,96 min,150,3,0,4.0,1,Teen,1,Movie,1.0,2,0.38779116489210425,True,2025-08-12
s2505,Movie,Karkar,Egypt,2007,TV-14,"Comedies, International Movies","After electrocution leaves a wealthy man brain-damaged, his money-hungry aunt and uncle try to con him by marrying him off to a fake relative.",2020.0,107 min,150,2,0,4.0,1,Teen,1,Movie,1.0,2,0.4517382224723582,True,2025-08-12
s2506,Movie,My Sleeping Lover,Egypt,2008,TV-PG,"Comedies, International Movies","After undergoing hypnosis, Ramez finally meets the woman of his dreams — but his vision of her appearance doesn't quite match up with reality.",2020.0,93 min,150,2,0,4.0,1,Family,1,Movie,1.0,0,0.41511088543768826,True,2025-08-12
s2507,Movie,Omar & Salma 2,Egypt,2009,TV-14,"Comedies, International Movies","Now parents, Omar and Salma hit some obstacles while raising their two children and staying in love after the honeymoon ends.",2020.0,101 min,150,2,0,4.0,1,Teen,1,Movie,1.0,2,0.42848362554264957,True,2025-08-12
s2508,TV Show,Patton Oswalt: I Love Everything,United States,2020,TV-MA,"Stand-Up Comedy & Talk Shows, TV Comedies",Turning 50. Finding love again. Buying a house. Experiencing existential dread at Denny's. Life comes at Patton Oswalt fast in this stand-up special.,2020.0,1 Season,603,2,0,4.0,1,Adult,0,Movie,1.0,0,0.0,True,2025-08-12
s2509,TV Show,Sweet Magnolias,United States,2020,TV-14,"Romantic TV Shows, TV Dramas","Lifelong friends Maddie, Helen and Dana Sue lift each other up as they juggle relationships, family and careers in the small, Southern town of Serenity.",2020.0,1 Season,603,2,1,4.0,1,Teen,0,Movie,1.0,0,0.0,True,2025-08-12
s2510,Movie,Tarek's Situation,Egypt,2006,TV-14,"Comedies, International Movies, Romantic Movies","Asked by his boss to share a woman's personal information, a mobile phone sales rep falls in love with the target whose data he's stealing.",2020.0,110 min,150,3,0,4.0,1,Teen,1,Movie,1.0,2,0.44645767475190895,True,2025-08-12
s2511,Movie,The Beach Loafer,Egypt,2004,TV-14,"Comedies, International Movies","A wedding singer and his friends try to prove his innocence after he's accused of murder, a situation threatening his own marriage plans.",2020.0,112 min,150,2,0,4.0,1,Teen,1,Movie,1.0,2,0.4710600229567729,True,2025-08-12
s2512,Movie,Wadjda,"Saudi Arabia, Netherlands, Germany, Jordan, United Arab Emirates, United States",2012,PG,"Dramas, Independent Movies, International Movies",A persistent 10-year-old wishes for a new bicycle so she can beat her friend (a boy) in a race. But it's going to take some ingenuity to get one.,2020.0,93 min,413,3,1,4.0,1,Family,1,Movie,1.0,0,0.5009294650089661,True,2025-08-12
s2513,Movie,Zaki Chan,Egypt,2005,TV-PG,"Comedies, International Movies, Romantic Movies",An unqualified young man has his work cut out for him when he is hired as a rich girl’s bodyguard to keep her from the boyfriend her dad disapproves of.,2020.0,109 min,150,3,0,4.0,1,Family,1,Movie,1.0,2,0.4422599065784091,True,2025-08-12
s2514,Movie,Light in the Dark,Nigeria,2019,TV-14,"Dramas, International Movies",A terrifying home invasion shatters a couple's happy family life and brings their marriage to the brink as painful fallout unfolds.,2020.0,105 min,368,2,1,4.0,1,Teen,1,Movie,1.0,0,0.5313825820671544,True,2025-08-12
s2515,TV Show,The Big Flower Fight,United Kingdom,2020,TV-PG,"British TV Shows, International TV Shows, Reality TV","Ten pairs of florists, sculptors and garden designers face off in a friendly floral fight to see who can build the biggest, boldest garden sculptures.",2020.0,1 Season,506,3,0,4.0,1,Family,1,Movie,1.0,0,0.0,True,2025-08-12
s2516,TV Show,Patriot Act with Hasan Minhaj,United States,2020,TV-MA,"Stand-Up Comedy & Talk Shows, TV Comedies","Every Sunday, Hasan Minhaj brings an incisive and nuanced perspective to global news, politics and culture in his unique comedy series.",2020.0,6 Seasons,603,2,0,4.0,1,Adult,0,Movie,1.0,0,0.0,True,2025-08-12
s2517,Movie,The End,Kuwait,2019,TV-MA,"Action & Adventure, Comedies, International Movies","A wrongly accused man is pursued by a dogged investigator in this action-comedy featuring car chases, dark humor and more than a few vampires.",2020.0,97 min,326,3,0,4.0,1,Adult,1,Movie,1.0,2,0.5118747312743986,True,2025-08-12
s2518,TV Show,Boys Over Flowers,South Korea,2009,TV-14,"International TV Shows, Korean TV Shows, Romantic TV Shows",Unassuming high school girl Jan-di stands up to – and eventually falls for – a spoiled rich kid who belongs to the school's most powerful clique.,2020.0,1 Season,435,3,0,4.0,1,Teen,1,Movie,1.0,0,0.0,True,2025-08-12
s2519,TV Show,Iris,South Korea,2009,TV-14,"International TV Shows, Korean TV Shows, TV Action & Adventure",Two friends' lives are changed forever when they are recruited by a top-secret organization tasked with protecting the country from foreign threats.,2020.0,1 Season,435,3,0,4.0,1,Teen,1,Movie,1.0,0,0.0,True,2025-08-12
s2520,TV Show,Avatar: The Last Airbender,United States,2007,TV-Y7,"Classic & Cult TV, Kids' TV, TV Action & Adventure","Siblings Katara and Sokka wake young Aang from a long hibernation and learn he's an Avatar, whose air-bending powers can defeat the evil Fire Nation.",2020.0,3 Seasons,603,3,0,4.0,1,Family,0,Movie,1.0,0,0.0,True,2025-08-12
s2521,Movie,Heaven Without People,Lebanon,2017,TV-MA,"Dramas, International Movies","From long resentments to deep secrets, an overdue family reunion erupts with drama when the matriarch makes a disturbing discovery.",2020.0,91 min,328,2,1,4.0,1,Adult,1,Movie,1.0,0,0.5512237740024575,True,2025-08-12
s2522,Movie,"I love you, stupid",Spain,2019,TV-MA,"Comedies, International Movies, Romantic Movies","After Marcos is dumped by his girlfriend, he attempts to reinvent himself as a modern man with the help of a childhood friend and an online guru.",2020.0,88 min,444,3,0,4.0,1,Adult,1,Movie,1.0,0,0.3847113909902869,True,2025-08-12
s2523,TV Show,Inhuman Resources,France,2020,TV-MA,"Crime TV Shows, International TV Shows, TV Dramas","Alain Delambre, unemployed and 57, is lured by an attractive job opening. But things get ugly when he realizes he’s a pawn in a cruel corporate game.",2020.0,1 Season,162,3,1,4.0,1,Adult,1,Movie,1.0,0,0.0,True,2025-08-12
s2524,TV Show,Madam Secretary,United States,2019,TV-PG,TV Dramas,"When a highly capable woman becomes secretary of state, she struggles to find balance between the demands of world politics and those of her family.",2020.0,6 Seasons,603,1,1,4.0,1,Family,0,Movie,1.0,0,0.0,True,2025-08-12
s2525,TV Show,Magic for Humans,United States,2020,TV-14,"Reality TV, TV Comedies","From baffling people on the street to orchestrating elaborate tricks, Justin Willman blends good-natured magic with grown-up laughs.",2020.0,3 Seasons,603,2,0,4.0,1,Teen,0,Movie,1.0,0,0.0,True,2025-08-12
s2526,TV Show,Parasyte: The Maxim,Japan,2014,TV-MA,"Anime Series, International TV Shows, TV Horror","A teenager battles an onslaught of parasites from space with help from Migi, a docile parasitic creature that's taken over his right hand.",2020.0,1 Season,319,3,0,4.0,1,Adult,1,Movie,1.0,0,0.0,True,2025-08-12
s2527,TV Show,She-Ra and the Princesses of Power,United States,2020,TV-Y7,"Kids' TV, TV Action & Adventure, TV Sci-Fi & Fantasy","Soldier Adora finds a magic sword – and her identity as legendary hero She-Ra. She joins the Rebellion, but her best friend stays with the evil Horde.",2020.0,5 Seasons,603,3,0,4.0,1,Family,0,Movie,1.0,0,0.0,True,2025-08-12
s2528,TV Show,Sleepless Society: Two Pillows & A Lost Soul,Thailand,2020,TV-MA,"Crime TV Shows, International TV Shows, TV Dramas",A motivational speaker about to divorce her abusive husband wakes up from a wild party one morning to find a dead body.,2020.0,1 Season,488,3,1,4.0,1,Adult,1,Movie,1.0,0,0.0,True,2025-08-12
s2529,TV Show,Strangers from Hell,South Korea,2019,TV-MA,"International TV Shows, Korean TV Shows, TV Horror",Unpleasant events disturb the life of an aspiring crime fiction writer when he becomes a resident of an apartment building teeming with shady neighbors.,2020.0,1 Season,435,3,0,4.0,1,Adult,1,Movie,1.0,0,0.0,True,2025-08-12
s2530,TV Show,The Wiggles,Australia,2015,TV-Y,Kids' TV,"The top band for preschool kids, The Wiggles, entertains tots with spirited music, simple choreography and whimsical adventures.",2020.0,2 Seasons,15,1,0,4.0,1,Family,0,Movie,1.0,0,0.0,True,2025-08-12
s2531,TV Show,White Lines,"United Kingdom, Spain",2020,TV-MA,"British TV Shows, Crime TV Shows, International TV Shows","Zoe Walker leaves her quiet life behind to investigate her brother's disappearance in Ibiza, where she quickly heads down a decadent and dangerous path.",2020.0,1 Season,583,3,0,4.0,1,Adult,1,Movie,1.0,0,0.0,True,2025-08-12
s2532,Movie,Dilan 1990,Indonesia,2018,TV-14,"Dramas, International Movies, Romantic Movies","At a Bandung high school, charming and rebellious Dilan vies for the affections of shy new student Milea.",2020.0,109 min,272,3,1,4.0,1,Teen,1,Movie,1.0,0,0.46917063141534243,True,2025-08-12
s2533,Movie,Dilan 1991,Indonesia,2019,TV-14,"Dramas, International Movies, Romantic Movies","Dilan's involvement in the motorbike gang imperils his relationship with Milea, whose distant relative returns from Belgium.",2020.0,118 min,272,3,1,4.0,1,Teen,1,Movie,1.0,0,0.4551120456285058,True,2025-08-12
s2534,Movie,Fan of Amoory,United Arab Emirates,2018,TV-G,"Children & Family Movies, Dramas, International Movies","Inspired by his idol Omar Abdulrahman, a young boy navigates obstacles as he chases his dream of becoming a professional soccer player.",2020.0,109 min,499,3,1,4.0,1,Family,1,Movie,1.0,0,0.4873778163331367,True,2025-08-12
s2535,Movie,Malang,India,2020,TV-MA,"Action & Adventure, International Movies, Romantic Movies","Years after a police encounter separates him from his lover, an angry young man goes on a killing spree, with an equally vengeful cop on his heels.",2020.0,131 min,251,3,0,4.0,1,Adult,1,Movie,1.0,2,0.5745238728114958,True,2025-08-12
s2536,Movie,Match,United States,2017,TV-14,"Dramas, International Movies","After living with a criminal father, two brothers on different paths head for a direct collision when an intriguing woman enters both of their lives.",2020.0,91 min,603,2,1,4.0,1,Teen,1,Movie,1.0,0,0.5729175474021545,True,2025-08-12
s2537,Movie,Rencor tatuado,Mexico,2018,TV-MA,"Dramas, Independent Movies, International Movies","Armed with a thirst for revenge, a vigilante makes justice her business after being hired by various women to seduce and humiliate their rapists.",2020.0,152 min,342,3,1,4.0,1,Adult,1,Movie,1.0,2,0.5448153840713889,True,2025-08-12
s2538,Movie,The Delivery Boy,Nigeria,2018,TV-14,"International Movies, Thrillers",A teen criminal and a young sex worker forge an unlikely alliance during a night that forces them to confront painful pasts and crises of conscience.,2020.0,67 min,368,2,0,4.0,1,Teen,1,Movie,1.0,0,0.4360202189434119,True,2025-08-12
s2539,Movie,Wedy Atkalam,Kuwait,2018,TV-PG,"Comedies, Dramas, International Movies","A socially conscious film director struggles with his career as he faces numerous obstacles, including his social media-friendly significant other.",2020.0,72 min,326,3,1,4.0,1,Family,1,Movie,1.0,0,0.5086966161052688,True,2025-08-12
s2540,Movie,Fire in the Blood,India,2012,TV-14,"Documentaries, International Movies",Dylan Mohan Gray examines Africa's AIDS crisis and activists' battle with pharmaceutical companies to make life-saving HIV drugs more affordable.,2020.0,83 min,251,2,0,4.0,1,Teen,1,Movie,1.0,0,0.42678678091289485,True,2025-08-12
s2541,Movie,The Wrong Missy,United States,2020,TV-MA,"Comedies, Romantic Movies","Tim thinks he's invited the woman of his dreams on a work retreat to Hawaii, realizing too late he mistakenly texted someone from a nightmare blind date.",2020.0,90 min,603,2,0,4.0,1,Adult,0,Movie,1.0,0,0.4332222887882751,True,2025-08-12
s2542,Movie,Ali & Alia,United Arab Emirates,2019,TV-14,"Dramas, International Movies, Romantic Movies",Drugs and addiction endanger the love — and lives — of two childhood sweethearts struggling to survive the perils of a precarious world.,2020.0,106 min,499,3,1,4.0,1,Teen,1,Movie,1.0,0,0.4919457154442699,True,2025-08-12
s2543,TV Show,True: Terrific Tales,Canada,2020,TV-Y,Kids' TV,"Through the magic of the Story Spinner, True and her friends create their own versions of Pinocchio, Little Red Riding Hood and other classic tales.",2020.0,1 Season,58,1,0,4.0,1,Family,0,Movie,1.0,0,0.0,True,2025-08-12
s2544,Movie,Unbreakable Kimmy Schmidt: Kimmy vs. the Reverend,United States,2020,TV-14,Comedies,"It's an interactive Kimmy special! Kimmy's getting married, but first she has to foil the Reverend's evil plot. It's your move: What should she do next?",2020.0,190 min,603,1,0,4.0,1,Teen,0,Movie,1.0,2,0.6074866876988956,True,2025-08-12
s2545,Movie,Action Replayy,India,2010,TV-PG,"Children & Family Movies, Comedies, International Movies","Sick of his parents’ constant squabbling, a young man travels back in time to the onset of their romance, with plans to set them up for marital bliss.",2020.0,129 min,251,3,0,4.0,1,Family,1,Movie,1.0,2,0.52542258642647,True,2025-08-12
s2546,Movie,Andaz Apna Apna,India,1994,TV-14,"Action & Adventure, Comedies, Cult Movies","Broke and with no concrete plans for the future, two young men discover that a stunning heiress lives nearby and try to charm her into marriage.",2020.0,160 min,251,3,0,4.0,1,Teen,0,Movie,1.0,2,0.607229676587147,True,2025-08-12
s2547,TV Show,Bordertown,"Finland, France",2019,TV-MA,"Crime TV Shows, International TV Shows, TV Dramas",A gifted detective takes a job in a small town so he can spend more time with his family. But he's soon drawn into a web of disturbing murder cases.,2020.0,3 Seasons,157,3,1,4.0,1,Adult,1,Movie,1.0,0,0.0,True,2025-08-12
s2548,Movie,Have a Good Trip: Adventures in Psychedelics,United States,2020,TV-MA,Documentaries,"Explore hallucinogenic highs and lows as celebrities share funny, mind-blowing tales via animations, reenactments and more in this documentary.",2020.0,86 min,603,1,0,4.0,1,Adult,0,Movie,1.0,0,0.4905769197201729,True,2025-08-12
s2549,TV Show,Trial By Media,United States,2020,TV-MA,"Crime TV Shows, Docuseries","In this true crime docuseries, some of the most dramatic trials of all time are examined with an emphasis on how the media may have impacted verdicts.",2020.0,1 Season,603,2,0,4.0,1,Adult,0,Movie,1.0,0,0.0,True,2025-08-12
s2550,Movie,John Henry,United States,2020,R,"Dramas, Thrillers",A reformed LA gang member upends his peaceful new life when he steps in to protect two young immigrants from his violent former leader.,2020.0,92 min,603,2,1,4.0,1,Adult,0,Movie,1.0,0,0.5685124485507086,True,2025-08-12
s2551,Movie,18 Presents,Italy,2020,TV-MA,"Dramas, Independent Movies, International Movies",A pregnant mother with terminal cancer leaves behind 18 sentimental gifts for her unborn daughter to receive every birthday until she reaches womanhood.,2020.0,114 min,302,3,1,4.0,1,Adult,1,Movie,1.0,0,0.4639784286454616,True,2025-08-12
s2552,TV Show,Dead to Me,United States,2020,TV-MA,"TV Comedies, TV Dramas",A hotheaded widow searching for the hit-and-run driver who mowed down her husband befriends an eccentric optimist who isn't quite what she seems.,2020.0,2 Seasons,603,2,1,4.0,1,Adult,0,Movie,1.0,0,0.0,True,2025-08-12
s2553,TV Show,Restaurants on the Edge,Canada,2020,TV-14,"International TV Shows, Reality TV",Three food and design experts travel the world to revive failing restaurants by connecting them to the local culture beyond their gorgeous views.,2020.0,2 Seasons,58,2,0,4.0,1,Teen,1,Movie,1.0,0,0.0,True,2025-08-12
s2554,TV Show,The Eddy,"United Kingdom, Germany, United States, France",2020,TV-MA,"International TV Shows, TV Dramas","The owner of a Paris jazz club gets tangled up with dangerous criminals as he fights to protect his business, his band and his teenage daughter.",2020.0,1 Season,552,2,1,4.0,1,Adult,1,Movie,1.0,0,0.0,True,2025-08-12
s2555,TV Show,The Hollow,Canada,2020,TV-Y7,"Kids' TV, TV Thrillers","Three teens join forces to find a way home after waking up in a strange realm filled with magic portals, perplexing puzzles and vicious beasts.",2020.0,2 Seasons,58,2,0,4.0,1,Family,0,Movie,1.0,0,0.0,True,2025-08-12
s2556,Movie,Aerials,United Arab Emirates,2016,TV-14,"International Movies, Sci-Fi & Fantasy",Dubai residents struggle to figure out why a fleet of alien spaceships are hovering over their city when all contact with the outside world is cut off.,2020.0,90 min,499,2,0,4.0,1,Teen,1,Movie,1.0,0,0.45041050350642015,True,2025-08-12
s2557,Movie,In Paradox,Kuwait,2019,TV-14,"International Movies, Sci-Fi & Fantasy, Thrillers","On the run from assailants, a man desperately seeks to take control of his strange memories before they consume his life — and sanity.",2020.0,94 min,326,3,0,4.0,1,Teen,1,Movie,1.0,0,0.36156047216369586,True,2025-08-12
s2558,TV Show,Scissor Seven,China,2020,TV-MA,"International TV Shows, TV Action & Adventure, TV Comedies","Seeking to recover his memory, a scissor-wielding, hairdressing, bungling quasi-assassin stumbles into a struggle for power among feuding factions.",2020.0,2 Seasons,105,3,0,4.0,1,Adult,1,Movie,1.0,0,0.0,True,2025-08-12
s2559,Movie,Si Doel the Movie,Indonesia,2018,TV-PG,"Dramas, International Movies","Fourteen years after the woman he loved left him, a married man ventures to Amsterdam to find her but must decide where his heart lies.",2020.0,86 min,272,2,1,4.0,1,Family,1,Movie,1.0,0,0.5532974810818291,True,2025-08-12
s2560,Movie,Becoming,United States,2020,PG,Documentaries,"Join former first lady Michelle Obama in an intimate documentary looking at her life, hopes and connection with others as she tours with ""Becoming.""",2020.0,89 min,603,1,0,4.0,1,Family,0,Movie,1.0,0,0.49263086856436933,True,2025-08-12
s2561,Movie,"Sí, Mi Amor",United States,2020,TV-MA,"Comedies, International Movies, Romantic Movies",A blindsided boyfriend must prove his fidelity when his girlfriend spontaneously dumps him after suspecting him of cheating.,2020.0,107 min,603,3,0,4.0,1,Adult,1,Movie,1.0,2,0.43760194976724126,True,2025-08-12
s2562,Movie,Jerry Seinfeld: 23 Hours To Kill,United States,2020,TV-PG,Stand-Up Comedy,"Jerry Seinfeld takes the stage in New York and tackles talking vs. texting, bad buffets vs. so-called ""great"" restaurants and the magic of Pop Tarts.",2020.0,61 min,603,1,0,4.0,1,Family,0,Movie,1.0,0,0.500667846638954,True,2025-08-12
