show_id,type,title,country,release_year,rating,listed_in,country_encoded,genre_count,has_drama,content_age,rating_category,ml_predicted_type
s434,Movie,Milkwater,United States,2020,TV-MA,"Comedies, Dramas, Independent Movies",603,3,1,3.0,Adult,Movie
s435,TV Show,Okupas,Argentina,2020,TV-MA,"Classic & Cult TV, Crime TV Shows, International TV Shows",2,3,0,3.0,Adult,Movie
s436,TV Show,Touch Your Heart,United States,2019,TV-MA,"Crime TV Shows, International TV Shows, Romantic TV Shows",603,3,0,3.0,Adult,Movie
s437,Movie,The Tambour of Retribution,Saudi Arabia,2021,TV-14,"Dramas, International Movies, Romantic Movies",412,3,1,3.0,Teen,Movie
s438,Movie,Cosmic Sin,United States,2021,R,Action & Adventure,603,1,0,3.0,Adult,Movie
s439,Movie,2 Weeks in Lagos,United States,2020,TV-PG,"Dramas, International Movies, Romantic Movies",603,3,1,3.0,Family,Movie
s440,Movie,Deep,Thailand,2021,TV-MA,"Dramas, International Movies, Thrillers",488,3,1,3.0,Adult,Movie
s441,TV Show,Explained,United States,2021,TV-MA,"Docuseries, Science & Nature TV",603,2,0,3.0,Adult,Movie
s442,Movie,Fear Street Part 3: 1666,United States,2021,R,"Horror Movies, LGBTQ Movies",603,2,0,3.0,Adult,Movie
s443,TV Show,Johnny Test,"United States, Canada",2021,TV-Y7,"Kids' TV, TV Comedies",621,2,0,3.0,Family,Movie
s444,Movie,La ley de Herodes,United States,1999,R,"Comedies, International Movies",603,2,0,3.0,Adult,Movie
s445,TV Show,Naomi Osaka,United States,2021,TV-14,Docuseries,603,1,0,3.0,Teen,Movie
s446,Movie,The Beguiled,United States,2017,R,"Dramas, Independent Movies, Thrillers",603,3,1,3.0,Adult,Movie
s447,Movie,The Book of Henry,United States,2017,PG-13,Dramas,603,1,1,3.0,Teen,Movie
s448,Movie,The Twilight Saga: Breaking Dawn: Part 1,United States,2011,PG-13,"Dramas, Romantic Movies",603,2,1,3.0,Teen,Movie
s449,Movie,The Twilight Saga: Breaking Dawn: Part 2,United States,2012,PG-13,"Dramas, Romantic Movies",603,2,1,3.0,Teen,Movie
s450,Movie,The Twilight Saga: Eclipse,United States,2010,PG-13,"Dramas, Romantic Movies",603,2,1,3.0,Teen,Movie
s451,Movie,The Twilight Saga: New Moon,United States,2009,PG-13,"Dramas, Romantic Movies",603,2,1,3.0,Teen,Movie
s452,Movie,Twilight,United States,2008,PG-13,"Action & Adventure, Dramas, Romantic Movies",603,3,1,3.0,Teen,Movie
s453,Movie,A Perfect Fit,Indonesia,2021,TV-PG,"Comedies, Dramas, International Movies",272,3,1,3.0,Family,Movie
s454,TV Show,BEASTARS,Japan,2021,TV-MA,"Anime Series, International TV Shows",319,2,0,3.0,Adult,Movie
s455,Movie,Cheech & Chong's Still Smokin,United States,1983,TV-MA,"Comedies, Cult Movies",603,2,0,3.0,Adult,Movie
s456,Movie,Emicida: AmarElo - Live in São Paulo,United States,2021,TV-MA,"Documentaries, International Movies, Music & Musicals",603,3,0,3.0,Adult,Movie
s457,TV Show,Her Private Life,South Korea,2019,TV-14,"International TV Shows, Romantic TV Shows, TV Comedies",435,3,0,3.0,Teen,Movie
s458,Movie,Lift Like a Girl,"Egypt, Denmark, Germany",2021,TV-PG,"Documentaries, International Movies, Sports Movies",153,3,0,3.0,Family,Movie
s459,Movie,My Amanda,United States,2021,TV-14,"Dramas, International Movies, Romantic Movies",603,3,1,3.0,Teen,Movie
s460,TV Show,Never Have I Ever,United States,2021,TV-14,"TV Comedies, TV Dramas, Teen TV Shows",603,3,1,3.0,Teen,Movie
s461,Movie,Surf's Up,"United States, Canada",2007,PG,"Children & Family Movies, Comedies, Sports Movies",621,3,0,3.0,Family,Movie
s462,Movie,The Unknown Saint,United States,2019,TV-14,"Comedies, Dramas, Independent Movies",603,3,1,3.0,Teen,Movie
s463,Movie,This Changes Everything,United States,2019,TV-MA,Documentaries,603,1,0,3.0,Adult,Movie
s464,Movie,A Classic Horror Story,Italy,2021,TV-MA,"Horror Movies, International Movies",302,2,0,3.0,Adult,Movie
s465,Movie,Gunpowder Milkshake,United States,2021,R,"Action & Adventure, Comedies",603,2,0,3.0,Adult,Movie
s466,TV Show,Heist,United States,2021,TV-MA,"Crime TV Shows, Docuseries",603,2,0,3.0,Adult,Movie
s467,TV Show,My Unorthodox Life,United States,2021,TV-MA,Reality TV,603,1,0,3.0,Adult,Movie
s468,Movie,Private Network: Who Killed Manuel Buendía?,United States,2021,TV-MA,"Documentaries, International Movies",603,2,0,3.0,Adult,Movie
s469,Movie,The Guide to the Perfect Family,United States,2021,TV-MA,"Comedies, Dramas, International Movies",603,3,1,3.0,Adult,Movie
s470,Movie,American Woman,"United States, Canada",2019,TV-MA,"Dramas, Independent Movies",621,2,1,3.0,Adult,Movie
s471,Movie,Bridgerton - The Afterparty,United States,2021,TV-14,Movies,603,1,0,3.0,Teen,Movie
s472,Movie,Day of Destiny,United States,2021,TV-PG,"Children & Family Movies, Dramas, International Movies",603,3,1,3.0,Family,Movie
s473,TV Show,Ridley Jones,United States,2021,TV-Y,Kids' TV,603,1,0,3.0,Family,Movie
s474,Movie,Born to Play,United States,2020,TV-MA,"Documentaries, Sports Movies",603,2,0,3.0,Adult,Movie
s475,Movie,American Ultra,"United States, Switzerland",2015,R,"Action & Adventure, Comedies",714,2,0,3.0,Adult,Movie
s476,Movie,The Stand-Up,United States,2019,TV-MA,Stand-Up Comedy,603,1,0,3.0,Adult,Movie
s477,Movie,The Tour,United States,2016,TV-MA,"Comedies, Documentaries, International Movies",603,3,0,3.0,Adult,Movie
s478,TV Show,Atypical,United States,2021,TV-14,"TV Comedies, TV Dramas, Teen TV Shows",603,3,1,3.0,Teen,Movie
s479,TV Show,Biohackers,Germany,2021,TV-MA,"International TV Shows, TV Dramas, TV Sci-Fi & Fantasy",212,3,1,3.0,Adult,Movie
s480,Movie,Fear Street Part 2: 1978,United States,2021,R,Horror Movies,603,1,0,3.0,Adult,Movie
s481,Movie,Finding Hubby,United States,2020,TV-14,"Comedies, Dramas, International Movies",603,3,1,3.0,Teen,Movie
s482,Movie,How I Became a Superhero,United States,2021,TV-MA,"Action & Adventure, Dramas, International Movies",603,3,1,3.0,Adult,Movie
s483,TV Show,How to Become a Tyrant,United States,2021,TV-MA,Docuseries,603,1,0,3.0,Adult,Movie
s484,Movie,Last Summer,United States,2021,TV-MA,"Dramas, International Movies, Romantic Movies",603,3,1,3.0,Adult,Movie
s485,Movie,Lee Su-geun: The Sense Coach,United States,2021,TV-G,Stand-Up Comedy,603,1,0,3.0,Family,Movie
s486,Movie,Lethal Love,United States,2021,TV-14,Thrillers,603,1,0,3.0,Teen,Movie
s487,Movie,Ratchet and Clank,"Hong Kong, Canada, United States",2016,PG,"Children & Family Movies, Comedies, Sci-Fi & Fantasy",240,3,0,3.0,Family,Movie
s488,TV Show,The Cook of Castamar,United States,2021,TV-MA,"International TV Shows, Romantic TV Shows, Spanish-Language TV Shows",603,3,0,3.0,Adult,Movie
s489,TV Show,Virgin River,United States,2021,TV-14,"Romantic TV Shows, TV Dramas",603,2,1,3.0,Teen,Movie
s490,Movie,Back to Q82,"Kuwait, United States",2017,TV-14,"Comedies, International Movies",327,2,0,3.0,Teen,Movie
s491,TV Show,Elize Matsunaga: Once Upon a Crime,United States,2021,TV-MA,"Crime TV Shows, Docuseries, International TV Shows",603,3,0,3.0,Adult,Movie
s492,Movie,Home Again,United States,2017,PG-13,"Comedies, Dramas, Romantic Movies",603,3,1,3.0,Teen,Movie
s493,Movie,Midnight Sun,United States,2018,PG-13,"Dramas, Romantic Movies",603,2,1,3.0,Teen,Movie
s494,TV Show,RESIDENT EVIL: Infinite Darkness,"United States, Japan",2021,TV-MA,"Anime Series, TV Horror, TV Thrillers",686,3,0,3.0,Adult,Movie
s495,Movie,Rock the Kasbah,United States,2015,R,"Comedies, Music & Musicals",603,2,0,3.0,Adult,Movie
s496,Movie,Awon Boyz,United States,2019,TV-MA,"Documentaries, International Movies",603,2,0,3.0,Adult,Movie
s497,Movie,Brick Mansions,"France, Canada, United States, Spain",2014,PG-13,"Action & Adventure, International Movies",178,2,0,3.0,Teen,Movie
s498,TV Show,Cat People,United States,2021,TV-14,Docuseries,603,1,0,3.0,Teen,Movie
s499,Movie,Clash,United States,2020,TV-MA,"Dramas, International Movies",603,2,1,3.0,Adult,Movie
s500,TV Show,Dogs,United States,2021,TV-PG,Docuseries,603,1,0,3.0,Family,Movie
s501,Movie,Major Grom: Plague Doctor,United States,2021,TV-MA,"Action & Adventure, International Movies",603,2,0,3.0,Adult,Movie
s502,Movie,Mama Drama,United States,2020,TV-MA,"Dramas, International Movies",603,2,1,3.0,Adult,Movie
s503,Movie,Tango With Me,Nigeria,2010,TV-14,"Dramas, International Movies, Romantic Movies",368,3,1,3.0,Teen,Movie
s504,TV Show,The Mire,Poland,2021,TV-MA,"Crime TV Shows, International TV Shows, TV Dramas",394,3,1,3.0,Adult,Movie
s505,TV Show,The War Next-door,United States,2021,TV-MA,"International TV Shows, Spanish-Language TV Shows, TV Comedies",603,3,0,3.0,Adult,Movie
s506,Movie,Therapy,United States,2020,TV-PG,"Dramas, International Movies",603,2,1,3.0,Family,Movie
s507,Movie,This Little Love Of Mine,Australia,2021,TV-G,"International Movies, Romantic Movies",15,2,0,3.0,Family,Movie
s508,Movie,Three Thieves,United States,2019,TV-14,"Comedies, International Movies",603,2,0,3.0,Teen,Movie
s509,Movie,A Land Imagined,"France, Netherlands, Singapore",2019,TV-MA,"Dramas, International Movies",194,2,1,3.0,Adult,Movie
s510,TV Show,Ask the StoryBots,United States,2019,TV-Y,Kids' TV,603,1,0,3.0,Family,Movie
s511,TV Show,Between,Canada,2016,TV-14,"International TV Shows, TV Dramas, TV Mysteries",58,3,1,3.0,Teen,Movie
s512,TV Show,Chelsea,United States,2017,TV-MA,"Stand-Up Comedy & Talk Shows, TV Comedies",603,2,0,3.0,Adult,Movie
s513,TV Show,Code Lyoko,"France, Belgium",2007,TV-Y7,Kids' TV,165,1,0,3.0,Family,Movie
s514,TV Show,Colony,United States,2018,TV-14,"TV Action & Adventure, TV Dramas, TV Sci-Fi & Fantasy",603,3,1,3.0,Teen,Movie
s515,TV Show,Cuckoo,United Kingdom,2019,TV-MA,"British TV Shows, International TV Shows, TV Comedies",506,3,0,3.0,Adult,Movie
s516,TV Show,Derry Girls,United Kingdom,2019,TV-MA,"British TV Shows, International TV Shows, TV Comedies",506,3,0,3.0,Adult,Movie
s517,TV Show,Girl from Nowhere,Thailand,2021,TV-MA,"International TV Shows, TV Dramas, TV Mysteries",488,3,1,3.0,Adult,Movie
s518,TV Show,Good Morning Call,Japan,2017,TV-14,"International TV Shows, Romantic TV Shows, TV Comedies",319,3,0,3.0,Teen,Movie
s519,Movie,Har Kisse Ke Hisse: Kaamyaab,India,2020,TV-14,"Dramas, International Movies",251,2,1,3.0,Teen,Movie
s520,TV Show,I AM A KILLER,United Kingdom,2020,TV-MA,"British TV Shows, Crime TV Shows, Docuseries",506,3,0,3.0,Adult,Movie
s521,TV Show,I Think You Should Leave with Tim Robinson,United States,2021,TV-MA,TV Comedies,603,1,0,3.0,Adult,Movie
s522,TV Show,Kim's Convenience,Canada,2021,TV-MA,"International TV Shows, TV Comedies",58,2,0,3.0,Adult,Movie
s523,TV Show,Larva,Russia,2015,TV-Y7,"Kids' TV, Korean TV Shows, TV Comedies",407,3,0,3.0,Family,Movie
s524,TV Show,Marcella,United Kingdom,2019,TV-MA,"British TV Shows, Crime TV Shows, International TV Shows",506,3,0,3.0,Adult,Movie
s525,TV Show,Midnight Diner: Tokyo Stories,Japan,2019,TV-MA,"International TV Shows, TV Dramas",319,2,1,3.0,Adult,Movie
s526,TV Show,My Little Pony: Friendship Is Magic,"United States, Canada",2018,TV-Y,Kids' TV,621,1,0,3.0,Family,Movie
s527,TV Show,Orange Is the New Black,United States,2019,TV-MA,"TV Comedies, TV Dramas",603,2,1,3.0,Adult,Movie
s528,TV Show,Puffin Rock,"Ireland, United States, United Kingdom",2016,TV-Y,Kids' TV,295,1,0,3.0,Family,Movie
s529,Movie,Rehmataan,India,2012,TV-14,"Dramas, International Movies, Romantic Movies",251,3,1,3.0,Teen,Movie
s530,Movie,Return of the Prodigal Son,Egypt,1976,TV-MA,"Dramas, International Movies",150,2,1,3.0,Adult,Movie
s531,TV Show,Richie Rich,United States,2015,TV-G,"Kids' TV, TV Comedies",603,2,0,3.0,Family,Movie
s532,Movie,Rise: Ini Kalilah,Malaysia,2018,TV-PG,"Dramas, International Movies",338,2,1,3.0,Family,Movie
s533,TV Show,Scream,United States,2019,TV-MA,"Crime TV Shows, TV Horror, TV Mysteries",603,3,0,3.0,Adult,Movie
s534,TV Show,Shtisel,Israel,2021,TV-14,"International TV Shows, TV Dramas",296,2,1,3.0,Teen,Movie
s535,Movie,Si Doel the Movie 2,Indonesia,2019,TV-G,"Dramas, International Movies",272,2,1,3.0,Family,Movie
s536,TV Show,Some Assembly Required,Canada,2015,TV-Y,"Kids' TV, TV Comedies",58,2,0,3.0,Family,Movie
s537,TV Show,Tales by Light,Australia,2018,TV-14,"Docuseries, International TV Shows, Science & Nature TV",15,3,0,3.0,Teen,Movie
s538,TV Show,Terrace House: Opening New Doors,Japan,2018,TV-14,"International TV Shows, Reality TV",319,2,0,3.0,Teen,Movie
s539,TV Show,The A List,United Kingdom,2021,TV-PG,"British TV Shows, International TV Shows, TV Dramas",506,3,1,3.0,Family,Movie
s540,TV Show,The New Legends of Monkey,"Australia, New Zealand",2020,TV-PG,"Kids' TV, TV Action & Adventure, TV Sci-Fi & Fantasy",23,3,0,3.0,Family,Movie
s541,TV Show,The Worst Witch,"United Kingdom, Germany",2020,TV-G,"British TV Shows, Kids' TV",545,2,0,3.0,Family,Movie
s542,Movie,Truckbhar Swapna,India,2018,TV-14,"Comedies, Dramas, International Movies",251,3,1,3.0,Teen,Movie
s543,Movie,Ujala,India,1959,TV-14,"Dramas, International Movies",251,2,1,3.0,Teen,Movie
s544,TV Show,Undercover,"Belgium, Netherlands",2020,TV-MA,"Crime TV Shows, International TV Shows, TV Action & Adventure",42,3,0,3.0,Adult,Movie
s545,TV Show,Workin' Moms,Canada,2021,TV-MA,"International TV Shows, TV Comedies",58,2,0,3.0,Adult,Movie
s546,TV Show,YooHoo to the Rescue,South Korea,2020,TV-Y,"Kids' TV, Korean TV Shows",435,2,0,3.0,Family,Movie
s547,TV Show,You Are My Spring,United States,2021,TV-14,"International TV Shows, Romantic TV Shows, TV Dramas",603,3,1,3.0,Teen,Movie
s548,TV Show,We the People,United States,2021,TV-Y7,Kids' TV,603,1,0,3.0,Family,Movie
s549,TV Show,Grey's Anatomy,United States,2020,TV-14,"Romantic TV Shows, TV Dramas",603,2,1,3.0,Teen,Movie
s550,TV Show,Big Timber,United States,2020,TV-14,"International TV Shows, Reality TV",603,2,0,3.0,Teen,Movie
s551,Movie,Fear Street Part 1: 1994,United States,2021,R,"Horror Movies, LGBTQ Movies",603,2,0,3.0,Adult,Movie
s552,Movie,Haseen Dillruba,India,2021,TV-MA,"International Movies, Romantic Movies, Thrillers",251,3,0,3.0,Adult,Movie
s553,Movie,Holiday on Mars,United States,2020,TV-MA,"Comedies, International Movies",603,2,0,3.0,Adult,Movie
s554,TV Show,Mortel,France,2019,TV-MA,"Crime TV Shows, International TV Shows, TV Dramas",162,3,1,3.0,Adult,Movie
s555,Movie,RattleSnake - The Ahanna Story,Nigeria,2020,TV-MA,"Dramas, International Movies, Thrillers",368,3,1,3.0,Adult,Movie
s556,Movie,Snowpiercer,"South Korea, Czech Republic",2013,R,"Action & Adventure, Cult Movies, International Movies",439,3,0,3.0,Adult,Movie
s557,Movie,The 8th Night,South Korea,2021,TV-14,"Horror Movies, International Movies, Thrillers",435,3,0,3.0,Teen,Movie
s558,Movie,Winchester,"Australia, United States",2018,PG-13,"Horror Movies, Sci-Fi & Fantasy",30,2,0,3.0,Teen,Movie
s559,Movie,6 Bullets,United States,2012,R,Action & Adventure,603,1,0,3.0,Adult,Movie
s560,Movie,Air Force One,"United States, Germany",1997,R,Action & Adventure,656,1,0,3.0,Adult,Movie
s561,Movie,Audible,United States,2021,PG-13,"Documentaries, Sports Movies",603,2,0,3.0,Teen,Movie
s562,Movie,Austin Powers in Goldmember,United States,2002,PG-13,"Action & Adventure, Comedies",603,2,0,3.0,Teen,Movie
s563,Movie,Austin Powers: International Man of Mystery,United States,1997,PG-13,Comedies,603,1,0,3.0,Teen,Movie
s564,Movie,Austin Powers: The Spy Who Shagged Me,United States,1999,PG-13,"Action & Adventure, Comedies, Sci-Fi & Fantasy",603,3,0,3.0,Teen,Movie
s565,Movie,Boogie Nights,United States,1997,R,"Comedies, Dramas, Independent Movies",603,3,1,3.0,Adult,Movie
s566,TV Show,Bureau of Magical Things,"Australia, Germany",2020,TV-G,"International TV Shows, Kids' TV, TV Mysteries",20,3,0,3.0,Family,Movie
s567,Movie,Charlie's Angels,"United States, Germany",2000,PG-13,"Action & Adventure, Comedies",656,2,0,3.0,Teen,Movie
s568,Movie,Congo,United States,1995,PG-13,"Action & Adventure, Thrillers",603,2,0,3.0,Teen,Movie
s569,Movie,Dennis the Menace,United States,1993,PG,"Children & Family Movies, Comedies",603,2,0,3.0,Family,Movie
s570,Movie,Dreamy Eyes,Vietnam,2019,TV-14,"Dramas, International Movies, Romantic Movies",745,3,1,3.0,Teen,Movie
s571,Movie,Dynasty Warriors,United States,2021,TV-14,"Action & Adventure, International Movies",603,2,0,3.0,Teen,Movie
s572,TV Show,Generation 56k,United States,2021,TV-MA,"International TV Shows, Romantic TV Shows, TV Comedies",603,3,0,3.0,Adult,Movie
s573,Movie,Hampstead,"United Kingdom, Belgium",2019,PG-13,"Comedies, Dramas, International Movies",513,3,1,3.0,Teen,Movie
s574,Movie,Kung Fu Panda,"United States, China",2008,PG,"Children & Family Movies, Comedies",632,2,0,3.0,Family,Movie
s575,Movie,Kung Fu Panda 2,"United States, China",2011,PG,"Children & Family Movies, Comedies",632,2,0,3.0,Family,Movie
s576,Movie,Life as We Know It,United States,2010,PG-13,"Comedies, Dramas, Romantic Movies",603,3,1,3.0,Teen,Movie
s577,Movie,Mary Magdalene,"United Kingdom, Australia, United States",2019,R,"Dramas, Faith & Spirituality, International Movies",512,3,1,3.0,Adult,Movie
s578,TV Show,Masameer County,United States,2021,TV-MA,"International TV Shows, TV Comedies",603,2,0,3.0,Adult,Movie
s579,Movie,Memoirs of a Geisha,"France, Japan, United States",2005,PG-13,"Dramas, Romantic Movies",187,2,1,3.0,Teen,Movie
s580,Movie,Midnight Run,United States,1988,R,"Action & Adventure, Classic Movies, Comedies",603,3,0,3.0,Adult,Movie
s581,Movie,Mobile Suit Gundam Hathaway,United States,2021,TV-14,"Action & Adventure, Anime Features, International Movies",603,3,0,3.0,Teen,Movie
s582,Movie,Mortal Kombat,United States,1995,PG-13,"Action & Adventure, Sci-Fi & Fantasy",603,2,0,3.0,Teen,Movie
s583,Movie,Mother's Day,United States,2016,PG-13,"Comedies, Dramas",603,2,1,3.0,Teen,Movie
s584,Movie,No Strings Attached,"United States, United Kingdom",2011,R,"Comedies, Romantic Movies",718,2,0,3.0,Adult,Movie
s585,Movie,Not Another Teen Movie,United States,2001,R,Comedies,603,1,0,3.0,Adult,Movie
s586,Movie,Ophelia,"United Kingdom, United States",2018,PG-13,"Dramas, Romantic Movies",589,2,1,3.0,Teen,Movie
s587,Movie,Pet Sematary 2,United States,1992,R,Horror Movies,603,1,0,3.0,Adult,Movie
s588,TV Show,Quarantine Tales,United States,2020,TV-MA,"International TV Shows, TV Comedies, TV Dramas",603,3,1,3.0,Adult,Movie
s589,TV Show,Rainbow Rangers,United States,2018,TV-Y,Kids' TV,603,1,0,3.0,Family,Movie
s590,Movie,Red Joan,United Kingdom,2019,R,"Dramas, International Movies",506,2,1,3.0,Adult,Movie
s591,TV Show,Sailor Moon Crystal,United States,2016,TV-Y7,"Anime Series, Kids' TV",603,2,0,3.0,Family,Movie
s592,Movie,Seven Pounds,United States,2008,PG-13,"Dramas, Romantic Movies",603,2,1,3.0,Teen,Movie
s593,Movie,She's Out of My League,United States,2010,R,"Comedies, Romantic Movies",603,2,0,3.0,Adult,Movie
s594,Movie,Snow Day,United States,2000,PG,"Children & Family Movies, Comedies",603,2,0,3.0,Family,Movie
s595,Movie,Star Trek,"United States, Germany",2009,PG-13,"Action & Adventure, Sci-Fi & Fantasy",656,2,0,3.0,Teen,Movie
s596,Movie,Stuart Little,"Germany, United States",1999,PG,"Children & Family Movies, Comedies",228,2,0,3.0,Family,Movie
s597,Movie,Sword of Trust,United States,2019,R,"Comedies, Dramas, Independent Movies",603,3,1,3.0,Adult,Movie
s598,Movie,Talladega Nights: The Ballad of Ricky Bobby,United States,2006,PG-13,"Action & Adventure, Comedies, Sports Movies",603,3,0,3.0,Teen,Movie
s599,Movie,The American,"United States, United Kingdom",2010,R,"Dramas, Thrillers",718,2,1,3.0,Adult,Movie
s600,Movie,The Best of Enemies,United States,2019,PG-13,Dramas,603,1,1,3.0,Teen,Movie
s601,Movie,The Game,United States,1997,R,Thrillers,603,1,0,3.0,Adult,Movie
s602,Movie,The Karate Kid,United States,1984,PG,"Action & Adventure, Children & Family Movies, Classic Movies",603,3,0,3.0,Family,Movie
s603,Movie,The Karate Kid Part II,United States,1986,PG,"Action & Adventure, Children & Family Movies, Dramas",603,3,1,3.0,Family,Movie
s604,Movie,The Karate Kid Part III,United States,1989,PG,"Children & Family Movies, Dramas",603,2,1,3.0,Family,Movie
s605,Movie,The Life of David Gale,"United Kingdom, Germany, Spain, United States",2003,R,Dramas,549,1,1,3.0,Adult,Movie
s606,Movie,The Long Riders,United States,1980,R,Action & Adventure,603,1,0,3.0,Adult,Movie
s607,Movie,The Queen,"United Kingdom, United States, France, Italy",2006,PG-13,"Dramas, International Movies",596,2,1,3.0,Teen,Movie
s608,Movie,The Strangers,United States,2008,R,"Horror Movies, Thrillers",603,2,0,3.0,Adult,Movie
s609,Movie,The Sum of All Fears,"United States, Germany, Canada",2002,PG-13,Action & Adventure,658,1,0,3.0,Teen,Movie
s610,Movie,The Tourist,"United States, France, Italy, United Kingdom",2010,PG-13,"Action & Adventure, Romantic Movies",649,2,0,3.0,Teen,Movie
s611,Movie,Underworld,"United States, United Kingdom, Germany, Hungary",2003,R,"Action & Adventure, Horror Movies, Sci-Fi & Fantasy",727,3,0,3.0,Adult,Movie
s612,Movie,Underworld: Awakening,"United States, Canada",2012,R,"Action & Adventure, Horror Movies, Sci-Fi & Fantasy",621,3,0,3.0,Adult,Movie
s613,Movie,Underworld: Rise of the Lycans,"United States, New Zealand",2009,R,"Action & Adventure, Horror Movies, Sci-Fi & Fantasy",695,3,0,3.0,Adult,Movie
s614,Movie,Voiceless,Nigeria,2020,TV-MA,"Dramas, International Movies, Thrillers",368,3,1,3.0,Adult,Movie
s615,Movie,What Dreams May Come,"United States, New Zealand",1998,PG-13,"Dramas, Romantic Movies, Sci-Fi & Fantasy",695,3,1,3.0,Teen,Movie
s616,Movie,Why Do Fools Fall in Love,United States,1998,R,"Dramas, Music & Musicals, Romantic Movies",603,3,1,3.0,Adult,Movie
s617,Movie,Working Title,United States,2019,R,Dramas,603,1,1,3.0,Adult,Movie
s618,TV Show,Young Royals,Sweden,2021,TV-MA,"International TV Shows, Romantic TV Shows, TV Dramas",470,3,1,3.0,Adult,Movie
s619,Movie,America: The Motion Picture,United States,2021,TV-MA,"Action & Adventure, Comedies",603,2,0,3.0,Adult,Movie
s620,Movie,Deranged,United States,2020,TV-14,"Dramas, International Movies",603,2,1,3.0,Teen,Movie
s621,TV Show,Droppin' Cash: Los Angeles,United States,2019,TV-MA,Reality TV,603,1,0,3.0,Adult,Movie
s622,TV Show,Legend of Exorcism,United States,2020,TV-14,"Anime Series, Crime TV Shows, International TV Shows",603,3,0,3.0,Teen,Movie
s623,Movie,Lying and Stealing,United States,2019,R,Thrillers,603,1,0,3.0,Adult,Movie
s624,Movie,Mommy Issues,United States,2021,TV-MA,"Comedies, Dramas, International Movies",603,3,1,3.0,Adult,Movie
s625,Movie,Prime Time,United States,2021,TV-MA,"Dramas, International Movies, Thrillers",603,3,1,3.0,Adult,Movie
s626,TV Show,Somos.,Mexico,2021,TV-MA,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",342,3,0,3.0,Adult,Movie
s627,TV Show,Sophie: A Murder in West Cork,United States,2021,TV-MA,"British TV Shows, Crime TV Shows, Docuseries",603,3,0,3.0,Adult,Movie
s628,TV Show,The Daily Life of the Immortal King,China,2020,TV-14,"Anime Series, International TV Shows, Teen TV Shows",105,3,0,3.0,Teen,Movie
s629,TV Show,StarBeam,United States,2021,TV-Y,Kids' TV,603,1,0,3.0,Family,Movie
s630,Movie,A Way Back Home,United States,2020,TV-14,"Dramas, International Movies",603,2,1,3.0,Teen,Movie
s631,Movie,Killing Them Softly,United States,2012,R,Dramas,603,1,1,3.0,Adult,Movie
s632,TV Show,The Seven Deadly Sins,Japan,2021,TV-14,"Anime Series, International TV Shows",319,2,0,3.0,Teen,Movie
s633,Movie,Wanted,United States,2019,TV-14,"Comedies, International Movies",603,2,0,3.0,Teen,Movie
s634,Movie,Into the Wind,United States,2018,TV-MA,"Dramas, Independent Movies, International Movies",603,3,1,3.0,Adult,Movie
s635,Movie,Wonder Boy,France,2019,TV-14,"Documentaries, International Movies",162,2,0,3.0,Teen,Movie
s636,Movie,Here Comes the Rain,Lebanon,2010,TV-MA,"Dramas, International Movies",328,2,1,3.0,Adult,Movie
s637,Movie,The Ice Road,"United States, Canada",2021,PG-13,Action & Adventure,621,1,0,3.0,Teen,Movie
s638,TV Show,Ray,United States,2021,TV-MA,"International TV Shows, TV Dramas, TV Mysteries",603,3,1,3.0,Adult,Movie
s639,TV Show,Sex/Life,United States,2021,TV-MA,"Romantic TV Shows, TV Dramas",603,2,1,3.0,Adult,Movie
s640,TV Show,Godzilla Singular Point,United States,2021,TV-14,"Anime Series, International TV Shows",603,2,0,3.0,Teen,Movie
s641,TV Show,Jiva!,United States,2021,TV-MA,"International TV Shows, TV Dramas",603,2,1,3.0,Adult,Movie
s642,Movie,Sisters on Track,United States,2021,PG,"Documentaries, Sports Movies",603,2,0,3.0,Family,Movie
s643,TV Show,The Naked Director,Japan,2021,TV-MA,"International TV Shows, TV Dramas",319,2,1,3.0,Adult,Movie
s644,Movie,The Seventh Day,United States,2021,R,Horror Movies,603,1,0,3.0,Adult,Movie
s645,Movie,Good on Paper,United States,2021,TV-MA,"Comedies, Romantic Movies",603,2,0,3.0,Adult,Movie
s646,Movie,Murder by the Coast,United States,2021,TV-14,"Documentaries, International Movies",603,2,0,3.0,Teen,Movie
s647,Movie,The House of Flowers: The Movie,United States,2021,TV-MA,"Comedies, International Movies, Music & Musicals",603,3,0,3.0,Adult,Movie
s648,TV Show,The Parisian Agency: Exclusive Properties,United States,2021,TV-G,"International TV Shows, Reality TV",603,2,0,3.0,Family,Movie
s649,TV Show,Too Hot to Handle,United States,2021,TV-MA,"Reality TV, Romantic TV Shows",603,2,0,3.0,Adult,Movie
s650,Movie,Broken,United States,2019,TV-14,"Dramas, International Movies, Romantic Movies",603,3,1,3.0,Teen,Movie
s651,Movie,O Vendedor de Sonhos,Brazil,2016,TV-14,"Dramas, International Movies",45,2,1,3.0,Teen,Movie
s652,Movie,Osuofia in London,Nigeria,2003,TV-MA,"Comedies, Dramas, International Movies",368,3,1,3.0,Adult,Movie
s653,Movie,Osuofia in London II,United States,2004,TV-14,"Comedies, Dramas, International Movies",603,3,1,3.0,Teen,Movie
s654,TV Show,This Is Pop,United States,2021,TV-MA,"Docuseries, International TV Shows",603,2,0,3.0,Adult,Movie
